female,moth_birthyr,fath_birthyr,married,age,employed,degree,asset_inc,labor_inc,total_wealth,total_income
0,1961.0,1958.0,0,36.0,1,2,0,22000,0,22000
0,1987.0,,0,18.0,1,0,0,4800,0,4800
1,1952.0,1920.0,0,41.0,1,0,0,14400,0,14400
0,1959.0,1958.0,0,39.0,3,0,0,2688,0,2688
1,1968.0,1968.0,0,23.0,1,0,0,32000,0,32000
0,1966.0,1965.0,0,21.0,1,0,0,20000,0,20000
1,1968.0,1968.0,0,20.0,1,0,0,20000,0,20000
1,,,0,18.0,1,0,0,6000,0,6000
1,1966.0,1965.0,0,26.0,1,0,0,14400,0,14400
1,1966.0,,0,28.0,1,1,0,14400,0,14400
1,1966.0,,0,20.0,1,0,0,18000,0,18000
0,1975.0,,0,24.0,1,0,0,26733,0,26733
0,1979.0,1977.0,0,24.0,1,2,0,24868,0,24868
1,1979.0,,0,20.0,1,0,0,30375,0,30375
1,1978.0,1978.0,0,20.0,1,0,0,14400,0,14400
0,1977.0,1978.0,0,18.0,7,0,0,2400,0,2400
0,1980.0,1980.0,0,18.0,1,0,0,6300,0,6300
1,1983.0,1981.0,0,19.0,6,0,0,2600,0,2600
1,1980.0,1980.0,0,17.0,1,0,0,10800,0,10800
0,1980.0,1975.0,0,16.0,1,0,0,2700,0,2700
0,,,0,19.0,3,0,0,20000,0,20000
1,1970.0,1965.0,0,23.0,1,0,0,37800,0,37800
0,1970.0,1965.0,0,19.0,1,0,0,33280,0,33280
1,1980.0,1973.0,0,18.0,1,0,0,7000,0,7000
0,1963.0,1965.0,0,23.0,1,2,0,8400,0,8400
0,1963.0,1965.0,0,21.0,7,1,0,14400,0,14400
0,1963.0,1965.0,0,19.0,7,0,0,4000,0,4000
0,1976.0,1976.0,0,18.0,7,0,0,2880,0,2880
0,1979.0,1977.0,0,20.0,1,0,0,7800,0,7800
1,1958.0,1958.0,0,43.0,0,0,0,14400,0,14400
1,1972.0,1977.0,0,15.0,0,0,0,4000,0,4000
1,,,0,90.0,4,0,0,0,50000,74000
1,1973.0,1968.0,1,31.0,1,2,0,80000,0,80000
0,,,1,53.0,1,0,0,100000,0,100000
0,1972.0,1971.0,0,24.0,1,0,0,33280,0,33280
1,1972.0,1971.0,0,17.0,7,0,0,2000,0,2000
1,1962.0,1963.0,0,30.0,1,0,0,50000,0,50000
0,,,0,31.0,1,0,0,95000,0,95000
1,1984.0,,0,21.0,1,0,0,14400,0,14400
0,,1979.0,0,23.0,1,0,0,45760,0,45760
0,1958.0,,0,41.0,1,0,0,61000,0,61000
1,1971.0,1969.0,0,21.0,1,1,0,5400,0,5400
0,,1982.0,0,23.0,3,0,0,5550,0,5550
0,,1981.0,0,22.0,1,0,0,42000,0,42000
1,,,0,26.0,1,2,0,74402,0,74402
1,1962.0,1959.0,1,33.0,1,0,0,42000,0,42000
0,1981.0,,0,22.0,9,0,0,14400,0,14400
1,1979.0,1979.0,0,22.0,1,0,0,38376,0,38376
1,1974.0,1961.0,0,28.0,1,2,14000,14000,14000,28000
0,1960.0,1960.0,0,34.0,1,2,0,35000,0,35000
0,1966.0,1967.0,0,28.0,1,0,0,14400,0,14400
1,1973.0,1971.0,0,25.0,1,2,0,7276,0,7276
0,1972.0,1972.0,0,25.0,1,2,0,300,0,300
1,1973.0,1971.0,0,20.0,1,0,0,33539,0,33539
1,1972.0,1972.0,0,22.0,1,0,0,25000,0,25000
1,1971.0,1970.0,0,21.0,1,0,0,19500,0,19500
1,1972.0,1972.0,0,18.0,1,0,0,11450,0,11450
0,1973.0,1971.0,0,18.0,1,0,0,4063,0,4063
1,1980.0,1978.0,0,22.0,1,0,0,2000,0,2000
0,,,1,29.0,1,0,0,50000,0,50000
0,1975.0,,0,22.0,1,2,0,10000,0,10000
1,1975.0,1975.0,0,19.0,7,0,0,3000,0,3000
1,1979.0,1979.0,0,18.0,1,0,0,11700,0,11700
0,1975.0,1975.0,0,17.0,7,0,0,2000,0,2000
0,,,1,28.0,1,0,0,14400,0,14400
0,1984.0,,0,17.0,7,0,0,1840,0,1840
0,,,0,27.0,1,0,0,14400,0,14400
1,1973.0,1972.0,0,20.0,1,0,0,9975,0,9975
1,1973.0,1972.0,0,19.0,1,0,0,4768,0,4768
0,1973.0,1972.0,0,17.0,7,0,0,1227,0,1227
1,1970.0,1968.0,0,31.0,1,2,0,14400,0,14400
0,,,0,58.0,1,0,0,14400,0,14400
0,,,0,27.0,1,0,0,16640,0,16640
0,1972.0,1973.0,0,23.0,3,0,0,14400,0,14400
0,1972.0,1973.0,0,21.0,3,0,0,14400,0,14400
1,1976.0,1967.0,0,19.0,7,0,0,12000,0,12000
0,1964.0,,0,36.0,1,0,0,35000,0,35000
1,1983.0,1985.0,0,16.0,1,0,0,176,0,176
1,1987.0,1986.0,0,3.0,0,0,0,75,0,75
0,1987.0,1986.0,0,1.0,0,0,0,120,0,120
1,1972.0,1970.0,0,22.0,7,2,0,8000,0,8000
1,1971.0,,0,21.0,1,0,0,8125,0,8125
0,1932.0,1928.0,1,58.0,0,0,0,14400,0,14400
0,1967.0,1964.0,0,23.0,1,0,0,14400,0,14400
1,1967.0,1964.0,0,21.0,1,0,0,14400,0,14400
0,1967.0,1964.0,0,19.0,1,0,0,14400,0,14400
1,1967.0,1964.0,0,16.0,7,0,0,18000,0,18000
0,,,0,23.0,1,0,0,41250,0,41250
1,1984.0,1971.0,0,16.0,7,0,0,3692,0,3692
0,1962.0,1962.0,0,28.0,1,0,0,40000,0,40000
0,1965.0,1962.0,0,32.0,1,0,17500,17500,17500,35000
1,1985.0,1983.0,0,18.0,7,0,0,14400,0,14400
0,1975.0,1966.0,0,26.0,1,0,0,20200,0,20200
0,1977.0,1977.0,0,20.0,3,0,0,8308,0,8308
0,1979.0,1979.0,0,24.0,1,0,0,12240,0,12240
0,1982.0,,0,17.0,7,0,0,14400,0,14400
1,1979.0,,0,22.0,3,0,0,33280,0,33280
1,1983.0,,0,20.0,1,0,0,14400,0,14400
0,1951.0,,0,45.0,1,0,0,109200,0,109200
0,1975.0,1980.0,0,18.0,1,0,0,12600,0,12600
0,1978.0,1978.0,0,18.0,7,0,0,12750,0,12750
0,1980.0,1975.0,0,19.0,1,0,0,10140,0,10140
1,1983.0,1983.0,0,17.0,1,0,0,1040,0,1040
0,1981.0,,0,19.0,6,0,0,10000,0,10000
1,1981.0,,0,17.0,7,0,0,6000,0,6000
1,1979.0,1978.0,0,19.0,1,0,0,14400,0,14400
1,1986.0,1978.0,0,17.0,3,0,0,3750,0,3750
0,1971.0,1974.0,0,21.0,7,0,0,14040,0,14040
0,1971.0,1974.0,0,16.0,7,0,0,1080,0,1080
1,1964.0,1957.0,0,32.0,1,2,0,85000,0,85000
1,1964.0,1957.0,0,23.0,1,2,0,5280,0,5280
1,1971.0,,0,18.0,1,0,0,31200,0,31200
1,1982.0,1980.0,0,22.0,7,2,0,11600,0,11600
0,1952.0,1952.0,1,41.0,1,0,0,14400,0,14400
0,1961.0,1961.0,0,36.0,1,0,0,18000,0,18000
0,1961.0,1961.0,0,30.0,1,0,0,14400,0,14400
1,1961.0,1961.0,0,27.0,1,0,0,14400,0,14400
1,1979.0,1975.0,0,22.0,1,0,0,14400,0,14400
0,1982.0,,0,19.0,1,0,0,15600,0,15600
0,1949.0,,0,48.0,1,0,0,20000,0,20000
1,,,1,37.0,1,0,0,14400,0,14400
1,,1976.0,0,16.0,7,0,0,500,0,500
0,,,0,27.0,1,0,0,38000,0,38000
0,1965.0,1964.0,0,24.0,1,1,0,28000,0,28000
1,1975.0,1971.0,0,18.0,7,0,0,3000,0,3000
0,,,1,62.0,0,0,0,2212,0,2212
0,1970.0,1970.0,0,24.0,1,2,0,95000,0,95000
1,1970.0,1970.0,0,21.0,7,0,0,4480,0,4480
1,1973.0,1973.0,0,17.0,7,0,0,3000,0,3000
1,1976.0,1976.0,0,17.0,1,0,0,1200,0,1200
0,1975.0,,0,28.0,3,0,0,22382,0,22382
1,1957.0,1957.0,0,31.0,1,0,0,14400,0,14400
1,1966.0,1969.0,0,19.0,3,0,0,240,0,240
0,1984.0,,0,20.0,7,0,0,5000,0,5000
1,1980.0,1977.0,0,22.0,1,0,0,14400,0,14400
1,1972.0,1969.0,0,25.0,1,0,0,20000,0,20000
1,,,0,56.0,1,0,0,14400,0,14400
1,1967.0,1967.0,0,38.0,1,0,0,14400,0,14400
1,1967.0,,0,36.0,1,0,0,14400,0,14400
0,1971.0,,0,19.0,1,0,0,14400,0,14400
1,1983.0,,0,19.0,1,0,0,7000,0,7000
0,1981.0,1980.0,0,19.0,1,0,0,12000,0,12000
0,1976.0,1971.0,0,15.0,0,0,0,1953,0,1953
1,1981.0,1980.0,0,15.0,0,0,0,3800,0,3800
1,1976.0,,0,25.0,9,1,0,14400,0,14400
1,,,1,38.0,9,0,0,14400,0,14400
1,,1982.0,0,20.0,7,0,0,20000,0,20000
0,,,0,56.0,1,0,0,85000,0,85000
1,,,0,50.0,1,0,0,50000,0,50000
1,1980.0,1981.0,0,19.0,1,0,0,1500,0,1500
0,,,0,38.0,9,0,0,23629,0,23629
0,1984.0,1982.0,0,17.0,1,0,0,9000,0,9000
1,,,0,62.0,1,0,0,40500,0,40500
0,1979.0,1975.0,0,19.0,7,0,0,800,0,800
1,1979.0,1975.0,0,16.0,7,0,0,5120,0,5120
0,,1980.0,0,16.0,7,0,0,6400,0,6400
1,1949.0,1941.0,0,51.0,6,0,0,7000,0,7000
1,1979.0,1976.0,0,19.0,1,0,0,4000,0,4000
1,1976.0,,0,21.0,1,0,0,20200,0,20200
0,1983.0,,0,19.0,3,0,0,14400,0,14400
0,,,0,39.0,6,0,0,14420,0,14420
1,1975.0,1974.0,0,20.0,7,0,0,4100,0,4100
1,1975.0,1974.0,0,17.0,7,0,0,2200,0,2200
1,1971.0,1972.0,0,21.0,7,0,0,3000,0,3000
1,1966.0,1965.0,0,24.0,1,2,0,26640,0,26640
1,1966.0,1965.0,0,21.0,3,0,0,3000,0,3000
1,1972.0,,0,25.0,1,0,0,25000,0,25000
1,1971.0,1967.0,0,24.0,6,0,0,4500,0,4500
0,1973.0,1968.0,0,21.0,1,0,0,26500,0,26500
1,1971.0,1967.0,0,21.0,7,0,0,14400,0,14400
0,1987.0,,0,17.0,1,0,0,12000,0,12000
0,1980.0,,0,17.0,7,0,0,300,0,300
0,1980.0,,0,21.0,1,0,0,31200,0,31200
1,,,0,62.0,4,0,0,6000,0,6000
0,,,0,64.0,1,0,55000,55000,55000,110000
1,,,0,53.0,3,0,0,14400,0,14400
0,,,0,22.0,1,0,0,49140,0,49140
1,1974.0,,0,19.0,7,0,0,4100,0,4100
0,1977.0,1975.0,0,18.0,7,0,0,3600,0,3600
0,1974.0,1969.0,0,21.0,1,0,0,14400,0,14400
0,1974.0,,0,25.0,1,0,0,21840,0,21840
0,1969.0,1966.0,0,25.0,1,2,0,14400,0,14400
1,1969.0,1969.0,0,22.0,1,2,0,13844,0,13844
0,1960.0,1947.0,0,40.0,1,0,0,35000,0,35000
1,1986.0,,0,18.0,7,0,0,6720,0,6720
0,,,0,20.0,1,0,0,37440,0,37440
1,,1985.0,0,18.0,7,0,0,3264,0,3264
1,1976.0,,0,24.0,7,2,0,8000,0,8000
0,,,0,24.0,1,0,0,38400,0,38400
1,1962.0,,0,33.0,9,0,0,14000,0,14000
0,1982.0,1983.0,0,20.0,1,0,0,14400,0,14400
0,1982.0,1983.0,0,17.0,1,0,0,14400,0,14400
1,,,0,28.0,1,0,0,30000,0,30000
1,1976.0,1975.0,0,20.0,1,0,0,13847,0,13847
1,1976.0,1975.0,0,17.0,1,0,0,5200,0,5200
1,1952.0,1944.0,1,38.0,6,0,0,14400,0,14400
1,1955.0,,1,35.0,1,0,0,65000,0,65000
1,1976.0,,0,19.0,7,0,0,14400,0,14400
1,,,0,51.0,1,0,0,14400,0,14400
0,,1961.0,0,36.0,5,0,0,20000,0,20000
0,,,1,50.0,1,0,0,18000,0,18000
1,,,0,41.0,1,0,0,14400,0,14400
0,1975.0,1972.0,0,18.0,7,0,0,9920,0,9920
0,1978.0,1977.0,0,21.0,6,0,0,500,0,500
0,1978.0,,0,19.0,1,0,0,10000,0,10000
1,1978.0,,0,18.0,1,0,0,8000,0,8000
1,1985.0,1981.0,0,16.0,0,0,0,14400,0,14400
1,1972.0,1966.0,0,23.0,1,0,0,35000,0,35000
1,,,0,59.0,1,0,0,28000,0,28000
0,1953.0,1952.0,1,33.0,1,3,0,45000,0,45000
1,1978.0,1972.0,0,19.0,7,0,0,6269,0,6269
0,1978.0,1972.0,0,18.0,7,0,0,2953,0,2953
0,1970.0,1971.0,0,32.0,1,0,0,14400,0,14400
1,1970.0,1971.0,0,28.0,1,2,0,14400,0,14400
1,,,0,76.0,3,0,0,30000,0,30000
1,1981.0,1980.0,0,18.0,7,0,0,6000,0,6000
1,,,1,70.0,1,0,0,14400,0,14400
0,,,0,49.0,5,0,0,2055,0,2055
0,1979.0,1977.0,0,22.0,1,0,0,32760,0,32760
1,1967.0,,0,17.0,7,0,0,1800,0,1800
1,1977.0,,0,20.0,3,0,0,19380,0,19380
1,1980.0,1978.0,0,22.0,1,2,0,5000,0,5000
1,,,1,53.0,1,0,0,18000,0,18000
0,,,1,53.0,1,0,0,14400,0,14400
1,1962.0,1962.0,0,32.0,1,2,0,25000,0,25000
0,1981.0,1978.0,0,23.0,1,0,0,12950,0,12950
1,1965.0,1964.0,0,30.0,1,2,0,58000,0,58000
1,1965.0,1964.0,0,27.0,1,3,0,62000,0,62000
1,,,1,65.0,4,0,0,90000,0,90000
1,,,0,63.0,4,0,0,14400,0,14400
1,1959.0,1957.0,0,43.0,1,0,0,14400,0,14400
1,1980.0,,0,18.0,7,0,0,14868,0,14868
0,,,0,32.0,1,0,0,86000,0,86000
0,1966.0,1965.0,0,20.0,7,0,0,2100,0,2100
0,1969.0,1963.0,0,25.0,1,2,0,32000,0,32000
0,1970.0,1967.0,0,20.0,6,0,0,13500,0,13500
1,1970.0,1967.0,0,17.0,6,0,0,1000,0,1000
1,,,1,42.0,1,2,0,20000,0,20000
0,1959.0,1961.0,0,29.0,1,2,0,23040,0,23040
1,1963.0,1961.0,0,23.0,1,0,0,25000,0,25000
0,1965.0,1966.0,0,17.0,7,0,0,3000,0,3000
1,1963.0,1961.0,0,16.0,7,0,0,1000,0,1000
1,1972.0,1968.0,0,19.0,7,0,0,2500,0,2500
0,1972.0,1968.0,0,16.0,7,0,0,3000,0,3000
1,1973.0,1973.0,0,19.0,1,0,0,20000,0,20000
0,,,1,50.0,1,0,0,65000,0,65000
0,1973.0,1967.0,0,19.0,1,0,0,13500,0,13500
1,1963.0,1964.0,0,19.0,1,0,0,2200,0,2200
1,,,1,47.0,1,0,0,14400,0,14400
1,,1982.0,0,20.0,1,0,0,8000,0,8000
1,,,1,57.0,1,0,0,18000,0,18000
0,,1979.0,0,18.0,7,0,0,14400,0,14400
1,1975.0,1974.0,0,21.0,1,0,0,14400,0,14400
0,1975.0,1974.0,0,18.0,1,0,0,14400,0,14400
1,1978.0,1974.0,0,16.0,7,0,0,300,0,300
1,1965.0,1965.0,0,24.0,1,0,0,800,0,800
1,1980.0,1978.0,0,19.0,1,0,0,15000,0,15000
1,,1979.0,0,23.0,1,2,0,48000,0,48000
1,1973.0,1970.0,0,22.0,1,1,0,1200,0,1200
0,,,0,55.0,9,0,0,14400,0,14400
0,1962.0,1958.0,0,32.0,9,0,0,14400,0,14400
1,,,1,34.0,1,0,0,40000,0,40000
1,1982.0,1983.0,0,20.0,7,0,0,14220,0,14220
0,1982.0,1983.0,0,18.0,1,0,0,34200,0,34200
0,1982.0,1983.0,0,17.0,7,0,0,1792,0,1792
0,1975.0,1974.0,0,23.0,1,2,0,20000,0,20000
1,1975.0,1974.0,0,18.0,7,0,0,10000,0,10000
0,1980.0,1982.0,0,21.0,1,0,0,30000,0,30000
0,1970.0,1970.0,0,20.0,7,0,0,2240,0,2240
0,1962.0,1964.0,0,39.0,1,0,0,16000,0,16000
0,1977.0,1975.0,0,17.0,3,0,0,357,0,357
1,1940.0,,1,62.0,4,0,0,1500,0,1500
0,,1984.0,0,21.0,1,0,0,36000,0,36000
0,1972.0,1965.0,0,28.0,1,0,0,14400,0,14400
1,1972.0,1965.0,0,23.0,1,2,0,45000,0,45000
0,1979.0,1979.0,0,23.0,1,0,0,14400,0,14400
1,,,0,44.0,1,2,0,62400,0,62400
0,1969.0,1965.0,0,25.0,1,2,0,50000,0,50000
0,1969.0,1965.0,0,18.0,7,0,0,250,0,250
1,1969.0,,0,20.0,6,0,0,4000,0,4000
1,1966.0,1968.0,0,26.0,1,0,0,50000,0,50000
0,1970.0,1968.0,0,19.0,7,0,0,14400,0,14400
0,1966.0,,0,40.0,1,0,0,38000,0,38000
1,1982.0,,0,23.0,1,0,0,25000,0,25000
1,1982.0,1982.0,0,21.0,1,0,0,14400,0,14400
0,1977.0,,0,20.0,1,0,0,26000,0,26000
0,1982.0,1982.0,0,18.0,1,0,0,14400,0,14400
0,1974.0,1973.0,1,23.0,1,0,0,48000,0,48000
0,,,1,36.0,1,0,0,98000,0,98000
1,,,1,23.0,1,0,0,14400,0,14400
1,1981.0,1981.0,0,20.0,1,0,0,44720,0,44720
1,,,0,61.0,1,0,0,40000,0,40000
1,1973.0,1971.0,0,25.0,1,2,0,18000,0,18000
0,1976.0,,0,25.0,1,0,0,18000,0,18000
0,,,0,36.0,1,0,0,135200,0,135200
0,1968.0,1968.0,0,19.0,3,0,0,10800,0,10800
1,1960.0,1968.0,0,26.0,1,0,0,6000,0,6000
0,1960.0,1968.0,0,24.0,6,0,0,0,50,650
0,1960.0,1961.0,0,32.0,1,0,0,2560,0,2560
1,1969.0,1968.0,0,21.0,2,0,0,5000,0,5000
0,1967.0,1960.0,0,18.0,7,0,0,2160,0,2160
1,1976.0,1976.0,0,15.0,0,0,0,600,0,600
1,1976.0,1975.0,0,19.0,7,0,0,2000,0,2000
0,1977.0,1977.0,0,18.0,1,0,0,5800,0,5800
0,1976.0,1975.0,0,18.0,7,0,0,1000,0,1000
0,1975.0,1970.0,0,25.0,1,2,0,75000,0,75000
1,1974.0,1971.0,0,23.0,7,0,0,10000,0,10000
1,1981.0,1979.0,0,20.0,7,0,0,15400,0,15400
1,1974.0,1971.0,0,19.0,7,0,0,8000,0,8000
1,1976.0,1976.0,0,18.0,7,0,0,6000,0,6000
1,1981.0,1979.0,0,18.0,3,0,0,1000,0,1000
0,1974.0,1971.0,0,17.0,7,0,0,7000,0,7000
1,,,0,44.0,1,0,0,14400,0,14400
0,1960.0,1959.0,0,35.0,1,2,0,100000,0,100000
1,1959.0,1964.0,0,29.0,1,2,0,24960,0,24960
0,1956.0,1951.0,0,50.0,1,0,0,110000,0,110000
0,1974.0,,0,28.0,1,0,0,23400,0,23400
0,1978.0,,0,25.0,6,0,0,128,0,128
1,1974.0,1971.0,0,22.0,1,2,0,7800,0,7800
0,1978.0,1972.0,0,20.0,1,0,0,36400,0,36400
1,1989.0,1986.0,0,16.0,1,0,0,5000,0,5000
1,1979.0,1979.0,0,23.0,1,0,0,3000,0,3000
1,1952.0,1957.0,0,31.0,1,1,0,14400,0,14400
0,1952.0,1957.0,0,40.0,1,0,0,14400,0,14400
1,,,0,58.0,6,0,0,28000,0,28000
0,1970.0,1964.0,0,33.0,1,0,0,27200,0,27200
0,1969.0,1966.0,0,31.0,1,0,0,14400,0,14400
1,1968.0,1971.0,0,21.0,7,0,0,9000,0,9000
0,1968.0,1971.0,0,19.0,7,0,0,256,0,256
0,1985.0,1977.0,0,20.0,7,0,0,14400,0,14400
0,1973.0,1966.0,0,15.0,0,0,0,1200,0,1200
1,,,0,69.0,1,0,0,14400,0,14400
0,,,0,23.0,1,0,0,14400,0,14400
0,1972.0,1971.0,0,24.0,1,2,0,25000,0,25000
1,1956.0,1957.0,1,39.0,1,0,0,35000,0,35000
1,1981.0,1974.0,0,19.0,1,0,0,20200,0,20200
0,1965.0,1965.0,0,26.0,1,2,0,24120,0,24120
0,1965.0,1965.0,0,22.0,1,0,0,7920,0,7920
0,1988.0,,0,19.0,1,0,0,10000,0,10000
0,1962.0,1965.0,0,23.0,1,1,0,18000,0,18000
1,1962.0,1965.0,0,21.0,1,0,0,18000,0,18000
1,,1980.0,0,16.0,1,0,0,3323,0,3323
1,,,1,32.0,1,0,0,14400,0,19400
1,,,0,27.0,1,3,0,78000,0,78000
1,1974.0,1974.0,0,27.0,1,2,0,43000,0,43000
0,1976.0,1977.0,0,20.0,1,0,0,40000,0,40000
1,1981.0,1978.0,0,18.0,7,0,0,7700,0,7700
1,1979.0,1975.0,0,16.0,7,0,0,1620,0,1620
0,1970.0,1973.0,0,19.0,7,0,0,4453,0,4453
0,1973.0,1972.0,0,21.0,7,0,0,6000,0,6000
0,1973.0,1970.0,1,20.0,1,0,0,20000,0,20000
0,1977.0,1977.0,0,20.0,1,0,0,31500,0,31500
1,,,0,26.0,1,2,0,14400,0,14400
1,1966.0,,0,30.0,1,3,0,45000,0,45000
1,1984.0,1981.0,0,19.0,7,0,0,27000,0,27000
1,1976.0,1967.0,0,23.0,7,1,0,10920,0,10920
1,1976.0,1967.0,0,19.0,7,1,0,22532,0,22532
1,1959.0,1952.0,0,28.0,7,0,0,7680,0,7680
1,1972.0,1971.0,0,18.0,1,0,0,15000,0,15000
0,1954.0,1949.0,0,48.0,1,0,17500,17500,17500,35000
1,1970.0,1970.0,0,24.0,1,2,0,19800,0,19800
1,1975.0,1973.0,0,23.0,1,0,0,13300,0,13300
1,1974.0,1973.0,0,17.0,7,0,0,5000,0,5000
0,1970.0,1971.0,0,20.0,7,0,0,3500,0,3500
0,1970.0,1971.0,0,18.0,7,0,0,1000,0,1000
1,1974.0,1974.0,0,18.0,7,0,0,1000,0,1000
0,1961.0,1955.0,0,34.0,9,0,0,3500,0,3500
0,1971.0,1966.0,0,26.0,1,0,0,14400,0,14400
0,1981.0,1977.0,0,22.0,1,0,0,7200,0,7200
1,1983.0,,0,17.0,7,0,0,2500,0,2500
1,1984.0,1983.0,0,17.0,1,0,0,3000,0,3000
1,1931.0,1929.0,1,68.0,4,0,0,0,250,250
1,1966.0,1964.0,0,35.0,1,0,0,38000,0,38000
1,1972.0,1970.0,0,24.0,1,0,0,8000,0,8000
1,1979.0,,0,25.0,1,0,0,33600,0,33600
0,1971.0,1964.0,0,19.0,1,0,0,45500,0,45500
1,1971.0,1968.0,0,18.0,7,0,0,1000,0,1000
1,1974.0,1963.0,0,18.0,7,0,0,3800,0,3800
0,1971.0,1960.0,0,19.0,7,0,0,10640,0,10640
1,1971.0,1960.0,0,17.0,7,0,0,900,0,900
0,1980.0,1979.0,0,19.0,1,0,0,7800,0,7800
1,1980.0,1979.0,0,18.0,1,0,0,2500,0,2500
0,,,0,38.0,9,0,7500,7500,7500,15000
1,,,0,90.0,4,0,0,0,0,32000
0,1974.0,1975.0,0,22.0,1,0,0,50000,0,50000
0,,,1,35.0,1,0,0,14400,0,14400
1,,,0,26.0,9,4,0,40000,0,40000
1,1971.0,1969.0,0,24.0,7,2,0,27000,0,27000
1,1971.0,1969.0,0,22.0,1,2,0,14400,0,14400
1,1976.0,1976.0,0,19.0,1,0,0,13000,0,13000
1,,,0,54.0,1,0,0,14400,0,14400
1,,,0,20.0,7,0,0,5403,0,5403
1,1968.0,1965.0,0,22.0,1,0,0,63180,0,63180
0,,1974.0,0,27.0,1,0,0,40000,0,40000
1,1969.0,1966.0,0,26.0,1,2,0,20000,0,20000
